Age,Income,LoanAmount,CreditScore,EmploymentYears,Default
32,39019,33283,338,25,0
33,17435,71795,392,15,0
32,146806,90507,697,7,0
51,178997,60654,819,31,0
28,133180,17134,486,0,0
18,195218,14170,377,21,1
32,113295,42656,414,14,0
43,22764,27242,636,28,0
21,144600,47167,652,37,0
60,32459,36582,775,27,0
22,85658,88538,347,3,1
52,127716,95719,544,24,0
30,45342,49236,687,26,0
27,188893,23477,600,18,0
28,187030,55833,535,5,1
35,74973,79940,769,20,0
51,71993,26062,446,24,0
56,38135,16308,489,20,0
58,134823,54581,589,8,0
59,134687,57240,629,33,0
40,83500,12566,831,36,0
24,94114,25257,458,31,0
56,192457,18686,486,34,0
20,104942,5650,465,17,1
29,52893,35551,749,25,0
24,183078,32305,844,12,0
43,20786,58853,508,4,1
50,43878,77916,366,32,1
54,121661,42884,407,18,0
32,103013,50994,393,10,0
19,92484,21442,460,6,0
58,132685,32275,593,22,0
24,191540,36688,384,4,0
49,181675,21907,547,24,0
21,54837,21923,849,3,0
37,38854,82485,380,38,1
53,33761,81652,340,27,0
49,109406,58031,595,22,0
45,67009,95978,305,39,0
30,16455,16036,464,20,0
18,73332,83975,781,25,1
52,28682,66381,348,5,1
47,16890,81589,485,1,0
53,193278,73380,826,30,0
42,140362,57275,334,33,0
33,187681,74159,755,37,0
36,74172,97677,750,20,1
18,50196,70306,798,33,1
22,109786,8236,682,26,0
39,66469,58632,514,33,1
41,72390,41015,368,13,0
60,177707,43123,641,17,0
62,142340,26246,694,20,0
54,55816,39699,619,24,0
53,22282,70200,460,8,1
53,96454,85296,579,33,0
21,25446,67147,515,8,1
53,31456,6265,610,20,0
35,110490,49779,782,15,0
33,149529,5106,305,17,0
58,51853,63068,846,4,0
35,189109,68361,657,25,0
39,120892,7035,789,30,0
19,146024,50652,644,4,0
38,196767,87365,813,0,0
53,161295,39104,819,14,0
61,166952,45875,602,28,0
56,111199,64044,671,24,0
64,20045,85461,586,37,0
56,48615,64822,395,30,1
46,145321,51268,360,24,0
43,114699,95451,736,3,0
38,108531,25706,300,9,0
34,72414,50744,536,22,0
33,45426,98627,555,38,0
48,29113,10573,749,37,0
26,72599,48590,435,0,0
48,79614,75629,771,24,0
31,81437,70891,617,14,0
54,164339,61741,328,3,1
19,66854,27656,564,0,0
63,91396,91912,428,13,1
31,139326,76116,644,15,0
50,26110,61326,371,10,1
52,35543,29211,412,5,0
56,188326,77747,669,20,0
64,110929,38736,518,31,0
37,138747,66964,729,38,0
19,91610,71342,753,27,0
58,110238,61431,413,28,0
36,163872,69051,308,21,0
54,157336,91424,529,35,1
35,78534,36627,368,32,0
33,69025,67425,710,14,0
21,102041,80191,532,4,0
29,115886,90461,419,12,0
46,147572,30984,731,1,0
24,55887,55759,335,5,0
31,110653,12106,812,22,0
29,146886,68857,387,14,0
52,122091,72156,387,5,0
22,160611,31142,680,21,0
34,52834,31344,682,12,0
59,91723,5922,611,12,0
49,199059,67209,409,36,0
27,134600,59648,660,35,0
60,21086,27876,486,8,1
34,26510,8577,307,4,0
22,49832,96113,487,3,0
62,197575,78722,319,9,0
59,29200,57717,694,30,1
26,172185,32015,780,7,0
50,120668,84138,312,23,0
53,45141,46506,369,25,0
53,114668,78494,813,10,0
35,97186,76190,660,5,0
26,159480,17010,659,32,0
46,28594,54453,601,26,1
31,188302,26266,580,13,0
42,154298,25558,719,23,0
32,47212,85455,398,33,1
23,15067,30184,388,22,0
59,60663,71018,689,26,0
46,64834,72303,384,7,0
32,28232,65428,634,13,0
46,91682,92473,761,7,0
21,181978,54566,364,35,1
35,61002,11995,494,39,0
61,57291,81414,731,20,0
56,149262,79661,381,28,1
33,114156,25792,322,21,0
28,96578,15851,673,39,0
31,87889,85397,497,12,0
20,175717,55525,497,23,1
59,104157,74260,631,20,0
55,108170,15433,651,9,0
62,105868,85421,776,8,0
59,125492,6556,794,37,0
35,122803,80420,560,33,0
37,160002,14087,819,0,0
42,111177,38969,526,5,1
55,148667,26887,826,32,0
30,79402,83094,808,8,0
21,16218,89916,377,8,1
31,154747,29518,418,12,0
50,78447,50314,475,9,0
45,101603,27358,451,38,1
54,169903,17811,343,20,0
25,39384,69033,309,29,1
61,55527,67764,380,22,0
51,109100,39144,553,12,0
61,92277,14058,794,25,0
22,73465,61987,820,0,0
22,31665,22190,615,37,0
48,187661,9354,775,14,0
62,181306,43062,652,24,0
26,174966,38291,552,10,0
59,183015,72114,321,2,0
49,52689,5332,619,4,0
50,58689,90367,789,23,0
20,185396,33157,450,16,1
47,80180,41953,578,19,0
29,43040,16017,816,20,0
46,40927,72059,426,33,0
20,28514,66284,505,9,1
43,123801,70803,376,18,1
47,71058,43964,778,6,0
26,59398,53818,368,15,1
43,104233,13463,714,13,0
19,105948,86383,311,7,0
20,152211,32486,387,3,0
63,67601,27937,710,38,0
21,76894,88713,782,25,1
42,137262,37796,839,9,0
30,94634,16613,768,10,0
56,165457,22903,447,1,1
61,119303,18998,535,17,0
52,105544,63250,609,23,0
40,35731,38441,502,27,1
26,184959,58749,556,38,0
19,93619,61262,417,8,0
58,157897,14446,409,5,1
61,87586,68004,831,8,0
48,102862,46952,405,37,1
61,91685,99328,671,14,0
64,58745,72760,766,4,0
19,107272,70143,526,20,0
49,101575,29922,679,15,0
35,102097,17624,371,21,0
30,41820,37458,778,30,0
63,35192,93973,768,3,0
22,71968,90260,405,7,1
59,55642,10026,727,4,0
61,135525,84923,414,14,0
27,63145,19872,720,19,0
60,130467,77423,487,26,0
42,66414,74867,308,39,1
51,186725,40196,417,3,1
54,183571,34162,402,38,0
47,65191,52546,746,4,0
24,128316,50515,373,38,1
23,111915,44796,481,21,0
20,104875,69579,798,31,0
30,120870,43831,774,27,0
20,50048,62320,542,27,0
43,94896,64120,349,33,1
41,110632,29282,587,2,0
23,196612,50484,757,16,0
60,112574,86991,540,21,0
59,71314,56958,567,10,0
29,84044,7631,596,33,0
53,76127,60580,680,15,0
19,60015,10634,349,17,0
28,65734,48230,574,25,0
56,160432,39479,735,14,0
51,80056,21129,528,33,1
43,178029,33905,428,35,0
35,116122,11145,506,2,0
38,77502,10664,630,34,0
53,195900,78761,624,7,0
57,58102,70121,714,28,0
63,155677,72621,468,8,1
61,86899,56326,527,17,0
39,106017,14933,372,16,0
47,184227,98918,673,28,0
60,127109,25627,744,37,0
47,37133,93019,568,19,0
25,192217,52264,833,11,0
51,37720,50689,746,38,0
64,174039,53172,659,20,0
26,194746,58743,647,38,0
37,156486,5449,373,17,0
57,18379,58997,426,4,1
42,149223,53139,521,13,0
36,69758,35415,780,10,0
22,197724,93330,449,32,0
28,89140,34844,456,33,0
32,83187,7763,364,2,0
25,31308,16971,321,0,1
36,170833,95046,388,25,1
40,90304,69489,377,23,0
44,149230,60790,303,4,1
57,169847,61080,659,36,0
49,182917,65666,306,28,0
43,161557,63556,831,20,0
44,130857,47183,795,7,0
36,125946,15681,755,2,0
59,137300,64741,721,38,0
46,128002,56320,524,3,1
56,111791,88570,350,18,1
58,36787,97200,783,3,0
50,143324,91167,805,24,0
36,63793,25650,767,20,0
54,22153,23768,698,29,1
36,185165,60389,332,33,0
50,70766,30576,744,38,0
64,20931,69627,368,22,1
33,42040,12914,426,31,0
40,129329,43337,420,23,1
24,163344,60293,473,38,0
43,145197,38951,623,6,0
49,80939,56624,692,2,0
29,27801,30610,813,27,1
25,121280,28488,438,8,0
22,42064,23547,328,31,0
59,18985,95852,814,15,0
45,96796,32921,573,30,0
22,173687,8079,408,2,0
43,74466,16546,549,37,1
22,139052,35929,320,27,0
39,21549,50569,461,38,1
32,85664,18904,341,11,0
30,27801,67410,366,3,1
45,128901,28853,355,30,1
50,197811,69709,654,3,0
60,66380,33036,302,10,0
40,63442,35379,696,2,0
50,25505,97585,470,23,0
60,92906,67306,777,25,0
35,74228,30970,603,6,0
47,95129,76127,436,7,1
43,106695,52261,664,24,0
33,78275,84923,513,24,1
30,44621,73910,520,3,0
56,179487,93611,376,4,0
50,34538,6823,729,5,0
43,84024,91753,350,14,1
18,30332,11955,329,4,1
55,165234,91415,414,16,0
19,39594,98766,749,2,0
23,26793,45799,808,23,1
63,35850,14872,337,38,0
55,75438,42535,612,9,0
59,38936,66453,444,35,1
41,127442,29008,432,38,0
35,18827,32788,845,34,0
44,179482,61305,488,2,1
58,73889,83463,302,25,1
25,140306,97888,630,10,0
45,61790,65171,606,10,0
27,81352,53812,573,2,0
34,75215,17784,687,11,0
46,168382,74597,775,6,0
23,181508,60091,352,17,1
31,73207,21020,662,26,0
39,76643,95647,737,11,0
23,190659,31234,659,1,0
43,92319,10408,358,24,1
56,88095,80248,598,23,0
29,133060,16422,739,24,0
52,57890,78762,452,8,1
31,110736,17106,453,23,0
39,153080,62488,804,26,0
40,74544,77271,826,31,0
24,182902,24475,487,35,1
57,125930,75106,352,34,0
42,169348,16511,369,24,1
30,125079,9429,523,8,1
38,139412,12189,418,31,1
58,68044,21821,788,5,0
27,34184,55032,550,38,0
26,196154,52562,641,36,0
32,36633,39000,849,34,1
19,183033,9466,610,37,0
42,40368,74712,335,28,0
30,42045,29522,843,7,0
51,199259,26199,808,7,0
51,191207,88284,393,28,0
52,84919,88936,625,35,0
55,124390,55316,757,18,0
20,106881,45048,514,34,0
59,76261,48772,831,5,0
23,70464,32676,581,12,0
36,116454,82262,830,3,0
20,142046,44561,445,31,0
35,166814,46870,514,10,0
56,169322,55298,638,29,0
26,148649,47346,341,38,0
29,150377,52610,579,6,0
22,68202,25991,588,13,0
20,107276,37251,845,0,0
28,161023,68010,746,17,0
47,165604,85693,733,0,0
21,93138,22300,564,5,0
22,103074,51237,846,6,0
18,55828,49911,662,9,0
44,33330,39477,333,9,1
45,159314,12977,766,27,0
46,49340,14708,482,25,1
35,109468,79950,388,23,0
29,75989,68664,600,31,0
30,28823,36639,748,21,0
58,97119,85079,789,4,0
19,132065,57804,414,22,0
54,84604,97033,467,18,0
62,23281,23946,725,12,0
33,86734,79036,303,13,0
41,102951,58769,495,10,0
52,56051,42399,643,30,0
39,107215,86007,542,39,1
53,145226,87336,805,34,0
28,72283,70021,718,39,0
63,74309,89447,513,32,0
46,158420,96357,432,34,0
52,78335,67723,823,5,0
32,58124,75834,428,35,1
48,97509,80267,389,9,0
59,142211,75686,454,7,0
58,139960,43328,624,15,0
60,100558,9296,430,9,0
33,67466,23461,551,36,0
27,196009,63612,442,22,0
49,39459,83837,429,37,0
19,60076,77179,432,15,1
41,25080,41006,348,8,0
40,182885,26090,729,33,0
19,35168,17312,352,37,1
55,98097,24704,467,12,0
48,46892,49601,343,11,1
57,149037,32876,559,27,0
43,47438,50529,517,37,0
46,154565,40433,336,29,0
20,191900,72885,627,29,1
31,118467,18144,307,38,1
42,173963,56988,405,18,0
18,55955,21880,459,8,0
20,126010,38153,661,2,0
43,162517,56401,708,2,0
35,48625,64808,562,35,0
26,98260,36774,417,10,0
55,40393,18699,400,30,1
40,173755,17098,493,20,0
38,36399,46412,699,26,0
18,166108,50520,651,38,0
38,132991,76564,528,27,1
44,64941,86786,600,27,0
59,41656,19508,772,35,0
23,179420,79918,702,8,0
61,172689,70259,387,0,0
53,187383,35568,751,21,0
45,115606,39804,698,22,0
62,114377,48761,352,17,1
34,123527,36960,322,34,0
57,46766,59412,637,37,0
20,88097,34568,530,29,0
29,145929,58857,352,8,0
56,125864,55526,724,12,0
29,164338,30159,472,33,0
19,150417,88767,786,0,0
63,163716,87656,821,13,0
39,87583,68325,682,0,0
40,193603,86704,625,26,0
47,183569,76128,392,6,0
22,140061,27949,422,7,0
26,122590,45305,628,15,0
38,59889,14696,517,22,0
28,165992,33645,659,29,0
22,130990,70971,406,8,0
52,84850,26839,510,19,0
44,123519,49023,773,32,0
19,18474,32386,385,27,0
41,102768,13351,597,32,0
48,39039,16649,770,25,0
50,29104,57033,454,32,0
56,143404,7195,663,12,0
47,32786,57186,626,37,0
63,61716,74205,843,26,1
54,145738,76142,692,30,0
45,190430,75143,326,19,0
48,137914,77367,492,14,0
28,66269,60506,833,4,0
40,168265,50702,477,25,0
19,102950,24195,416,6,0
57,31791,48809,453,17,0
58,134363,50160,824,21,0
44,93429,90060,704,30,0
52,118807,97482,413,21,0
19,21224,13791,522,12,0
56,120909,71858,506,0,1
54,42685,61852,656,13,0
38,109045,27027,356,1,0
22,33476,13223,677,6,0
62,137214,78390,707,30,0
38,91598,6392,763,14,0
46,122474,42312,849,8,0
37,16484,78539,630,31,1
55,107526,10904,336,1,1
37,34760,8934,780,6,0
42,21326,83182,625,39,1
19,179306,61167,534,17,0
49,179814,12328,570,26,0
43,191750,56391,434,17,0
23,139802,5475,795,33,0
58,85723,82961,666,8,0
20,140477,56710,321,4,1
50,127325,48976,618,12,0
18,144778,79201,300,34,1
22,29963,62840,431,3,0
30,152310,62453,422,37,0
36,141197,5801,754,19,0
29,193972,39265,532,27,1
42,75494,22764,434,37,0
52,194860,31078,781,38,0
29,56328,35702,311,28,0
47,76790,14509,310,29,1
22,127962,28087,741,6,0
51,158877,53554,572,37,0
39,101037,21411,699,12,0
56,173403,75568,702,38,0
30,89860,30835,792,23,0
64,55632,42351,749,29,0
20,131167,81727,578,33,0
37,102268,69464,718,15,0
48,159297,51457,693,22,0
22,198290,7010,334,8,1
41,54859,24515,769,24,0
57,41496,25704,811,11,0
50,99392,96588,605,9,0
25,15958,82875,811,13,1
41,108399,78316,742,29,0
37,138951,13923,759,4,0
33,98408,85121,712,15,0
29,101687,64351,824,5,0
30,164389,96859,699,12,0
62,28584,27951,837,29,0
59,184567,23473,378,29,0
56,172664,43308,801,30,0
42,52917,46939,484,25,0
63,102672,51486,572,13,0
49,71308,66762,300,28,0
41,183814,9420,448,16,0
64,104010,93398,529,24,0
61,35321,58869,419,34,0
26,182101,95228,638,34,0
57,123798,71116,366,10,0
40,136534,31873,794,27,0
30,126349,63854,382,4,0
49,112313,54337,447,23,0
32,43858,6766,308,39,0
53,56838,57727,755,0,0
22,53336,29406,587,25,0
39,79597,50486,836,27,0
33,150840,88728,833,7,0
58,126467,22800,513,20,0
27,133901,67275,424,34,1
41,20177,59557,468,36,1
35,177833,76518,561,4,0
35,88582,8644,545,32,0
24,196094,99137,824,26,0
21,177955,71970,547,12,1
43,152673,46276,806,20,0
22,89433,61311,676,1,0
33,165145,34048,308,6,0
52,71261,64688,360,20,0
43,189291,20561,380,33,1
35,19581,51679,752,35,1
46,136975,36187,792,3,0
40,54802,69079,305,29,1
31,139457,97776,612,38,0
32,44698,21315,544,23,1
50,66119,66429,698,32,0
42,75393,74355,642,22,0
38,20080,39992,435,33,1
34,79652,6769,516,11,1
40,83664,7961,543,23,1
60,135023,65125,561,20,0
34,77577,9580,801,35,0
31,168278,66188,723,4,0
46,176522,13842,370,36,0
37,93117,97163,780,20,1
47,129490,85228,399,4,0
36,137907,72442,701,2,0
56,59569,20883,735,4,0
30,24811,35512,393,15,0
35,196568,91638,771,19,0
40,92641,63651,334,21,1
63,108897,34913,477,18,0
50,101588,94377,372,2,0
56,158032,99135,397,12,0
57,141709,58440,748,27,0
35,106039,61224,558,37,0
26,33162,68918,304,4,0
50,184706,96169,311,39,0
49,20530,97231,557,39,1
34,137779,70551,548,8,1
36,38128,10391,639,39,0
44,85707,52987,627,36,0
23,150537,77562,537,10,0
52,105275,35177,758,29,0
54,44998,16347,636,28,0
51,42333,38933,560,39,0
37,80886,91649,620,36,0
42,21522,7749,760,34,0
21,192590,81225,340,39,1
27,113504,60698,641,22,0
27,104194,45636,507,22,1
41,50320,59209,394,3,0
38,195047,45210,609,13,0
28,125424,57603,353,0,1
44,128959,86389,614,18,0
33,179891,67768,735,12,0
43,72630,57207,649,27,0
47,71662,46680,783,9,0
33,128305,89509,455,26,0
24,123291,63936,574,35,0
33,149630,7727,587,19,0
52,88834,59043,773,23,0
33,197777,87605,402,35,0
57,18513,25936,763,22,0
29,155532,26713,524,13,0
52,171388,7775,685,5,0
38,128860,62887,611,25,0
60,64512,11585,379,19,1
53,43669,43219,473,26,0
34,118099,81513,584,12,0
49,114754,80417,390,21,1
58,72560,75852,760,32,0
23,46709,11230,619,15,0
41,102705,9973,396,12,0
44,32011,84438,720,3,0
37,34651,47527,617,36,0
42,15566,54337,438,35,1
19,51526,74964,366,15,1
26,17020,81670,463,26,1
45,84066,26874,452,1,0
55,33890,40680,537,24,1
20,90919,47951,512,25,1
37,58882,49239,676,11,0
23,40304,16126,692,16,0
56,133016,17582,565,25,0
50,62742,24151,684,38,0
18,77124,42676,581,17,0
54,179445,33812,608,27,0
23,144925,36801,672,29,0
62,106354,5914,322,18,0
51,53451,48210,495,17,0
64,67754,22103,543,37,0
32,159741,56080,820,30,0
62,35754,99540,500,2,0
43,139779,87066,639,9,0
31,117047,93029,376,16,0
24,150919,84158,341,6,0
63,96472,77442,437,33,1
48,53446,73982,700,22,0
41,112676,43544,432,7,1
48,75489,94053,376,20,1
46,130363,13156,390,13,1
59,84589,81603,332,25,0
49,146994,65201,408,34,1
34,113711,15289,746,19,0
31,65261,46026,360,20,1
57,182432,14216,783,35,0
53,158862,7180,349,37,0
41,160639,90344,817,0,0
62,35343,44293,559,5,1
44,177214,53038,836,11,0
42,16490,14814,574,24,0
49,143369,56857,821,28,0
35,75928,42886,317,14,1
63,174498,54219,414,10,1
35,133888,30448,336,14,0
54,98401,9192,745,31,0
43,180120,30049,790,34,0
26,193650,65181,580,36,0
52,112914,40613,752,0,0
25,177795,70113,543,13,0
37,31178,16008,684,5,0
59,143272,64461,794,15,0
39,52622,56934,378,32,1
36,56834,93047,584,20,0
47,154127,96442,452,21,0
45,145241,50891,314,11,0
52,170759,21969,396,1,1
60,185920,57412,716,8,0
28,186901,28727,350,23,1
48,119762,15548,428,37,1
56,88929,93865,485,10,0
53,96396,33885,461,33,0
47,189685,24966,497,24,0
40,142000,87773,373,16,0
36,98451,70670,412,26,0
29,155653,48046,697,7,0
32,96617,91820,612,5,0
48,98537,86334,735,5,0
60,60101,27798,754,15,0
54,39940,65489,578,33,0
54,83907,5383,427,21,0
32,26016,71148,465,11,1
46,169015,26181,518,20,1
60,69617,75257,632,6,0
43,98292,18635,304,6,0
61,17237,37689,623,34,0
19,116778,58160,792,27,0
37,80263,44996,352,22,1
32,35852,5155,776,13,0
21,151830,56440,632,20,0
39,190394,34163,490,1,0
55,60003,83575,447,24,0
40,100895,22399,745,0,0
43,24176,99498,823,0,1
28,44658,60122,612,19,0
45,140038,78461,352,13,0
19,151746,78140,455,0,1
25,163982,64347,807,33,0
46,42948,58216,685,10,0
28,42749,6338,699,20,0
54,107356,43254,386,12,0
35,143390,93808,422,24,0
31,41678,32629,635,26,0
27,163498,80794,425,22,0
52,60418,30263,610,11,0
26,186781,76088,626,29,0
52,140400,19536,731,11,0
28,174752,77461,571,5,0
61,124203,66085,782,24,0
29,152240,13307,398,24,0
20,193148,52098,749,29,0
56,118845,54856,548,38,0
31,117209,54476,454,14,0
45,16080,36446,510,11,1
28,92333,62349,469,10,0
56,196047,22453,534,19,0
42,133307,44977,325,30,0
38,51018,50767,496,4,0
27,100487,78916,652,5,0
60,118424,38822,779,34,0
32,88775,58198,610,20,0
36,26927,72001,643,6,1
39,15944,62632,588,15,0
38,67420,65723,561,1,0
61,34503,24302,357,6,0
49,168528,32935,541,35,0
40,25175,70077,807,27,0
30,171002,68104,389,11,0
22,149377,24844,539,31,0
21,142412,66845,638,4,0
45,54537,77670,812,17,0
31,125681,88956,566,13,0
25,48136,87564,308,5,1
26,173634,9165,832,23,0
52,191025,26310,816,28,0
54,90624,88693,346,37,0
38,197771,27205,643,0,0
35,165266,31407,771,2,0
50,95312,49133,349,32,0
25,113415,82544,653,27,0
34,100992,83254,522,35,0
60,199421,77015,647,25,0
48,98117,26815,543,26,0
51,76241,96931,429,19,1
23,143923,5055,567,20,0
39,50629,34696,820,2,0
31,191323,26713,346,13,0
20,28895,86981,481,9,1
29,145370,98926,520,38,0
53,110344,74801,392,16,1
29,73918,96253,679,25,0
62,158864,45740,522,8,0
19,78406,56906,611,31,0
19,30430,20900,617,33,0
32,54130,9867,739,7,0
40,188572,30054,389,32,0
46,143752,59922,612,3,0
34,84120,90533,759,15,0
49,76397,30166,399,22,1
24,136212,7638,741,25,0
47,69455,56897,642,14,0
45,66078,91687,647,11,0
31,46088,20004,666,14,0
61,155669,61795,578,10,0
47,17013,48092,474,14,1
34,98640,33901,585,11,0
49,108979,11694,670,19,0
63,159537,72466,312,10,1
23,130184,48871,690,9,0
41,173559,14370,329,24,0
23,144045,66719,423,10,0
44,18219,23212,676,28,0
35,154149,36552,805,29,0
41,148782,79527,538,24,0
54,172250,56764,577,11,0
41,61994,71688,672,31,0
55,126181,97268,833,0,0
51,159036,59940,364,22,0
57,43288,76864,449,11,1
64,45714,19942,307,29,1
32,18602,84885,800,26,0
28,103024,27596,582,1,1
39,19096,16965,362,25,1
41,115638,47581,652,36,0
18,86652,59834,688,34,0
35,44610,62868,448,11,1
61,81815,82565,580,6,0
29,118253,58579,644,14,0
60,80585,55792,703,37,0
45,53419,75275,843,10,0
57,144213,63405,638,14,0
24,57734,51589,812,37,0
40,136898,27147,316,7,0
38,133276,60965,465,22,0
51,152611,28616,656,12,0
28,36754,12868,765,14,0
39,19223,29990,786,15,1
59,173392,57208,795,16,0
52,64339,5433,566,19,0
46,151374,32926,632,31,0
59,126169,34645,627,36,0
45,109151,88771,355,9,1
35,36241,68927,364,1,1
31,48434,20459,311,24,0
35,56892,96734,415,8,0
45,45798,5289,487,29,0
41,151210,20854,695,5,0
25,129141,78445,487,6,0
59,117156,18992,654,26,0
62,194973,91012,305,4,0
25,28533,85085,846,15,1
21,123672,11953,556,24,0
44,179457,22217,467,16,0
53,126354,32283,408,31,0
22,112509,14381,716,12,0
50,64944,25260,556,27,0
51,73594,31404,450,17,0
47,156586,99579,777,29,0
25,166689,60307,427,6,0
56,147422,63331,434,4,0
64,107942,16655,584,35,0
43,62318,45412,401,15,0
54,99195,29468,753,2,0
51,103170,12087,651,17,0
24,197430,61943,564,30,0
57,90805,95686,831,7,0
45,73465,82522,775,10,1
56,15608,34576,393,2,1
56,130471,56030,346,35,0
45,194722,94402,410,20,0
31,185906,89022,561,0,0
55,146239,78180,498,19,0
21,194410,62541,302,9,0
59,134467,75961,479,5,0
35,145885,62276,656,14,0
61,185615,97356,503,34,1
42,149328,43189,682,36,0
24,148551,34649,515,13,0
55,104511,68010,517,22,0
45,56939,29774,656,36,0
22,173082,12977,412,4,1
20,116120,78652,700,9,0
61,23982,87092,659,11,1
48,126333,36029,441,20,0
64,65626,63047,716,5,0
59,72277,70994,510,7,0
37,117305,47920,529,5,1
36,91176,71314,780,28,0
28,125170,51718,825,10,0
57,141260,53748,328,6,0
20,40702,32483,817,22,0
40,76541,70530,839,25,0
24,119330,48831,655,30,0
40,167206,26882,401,7,0
24,26353,56481,687,19,0
63,120610,87583,803,19,0
51,161310,20531,465,12,0
59,77766,68129,331,3,0
36,122247,13011,481,23,0
26,61596,86592,672,4,0
35,160494,21358,500,28,1
58,122354,14963,792,14,0
62,133548,98200,678,21,0
59,175710,99927,834,19,0
42,194062,18278,390,13,1
31,85264,50663,675,14,0
61,79756,55800,586,3,0
42,77553,67601,797,0,0
36,39029,66935,483,35,0
56,197923,20292,793,30,0
32,33384,80149,687,33,0
33,176161,76539,845,20,0
44,102926,96310,633,16,0
57,179079,48657,724,10,0
27,78182,79550,415,16,0
21,183531,54371,441,17,0
36,17015,92191,618,7,0
45,97082,48645,821,32,0
38,68901,5757,717,19,0
64,146102,47535,735,10,0
31,152673,95302,426,3,0
50,170461,71878,670,25,0
27,189170,42736,745,1,0
36,198050,69264,367,39,1
47,133307,37940,827,34,0
39,101985,56432,787,11,0
20,32231,77611,662,7,0
54,64943,16912,601,17,0
58,170348,69744,601,39,0
35,130196,13942,747,22,0
28,136767,54802,728,0,0
19,109952,54236,691,2,0
29,191867,17311,391,36,0
23,29294,69256,533,6,1
60,77996,76394,586,13,0
